trader_name,phone_numbers,stock_symbol,stock_name,exchange,market_cap,trans_date,trans_type,price_usd
Verine Linklet,676-714-0664*825-316-6671,WFT,Weatherford International plc,NYSE,$4.03B,4/26/2019,SELL,0.684
Belicia Glencrosche,319-186-0394*523-373-4456,APEN,"Apollo Endosurgery, Inc.",NASDAQ,$72.33M,4/22/2019,BUY,4.152
Belicia Glencrosche,319-186-0394*523-373-4456,APEN,"Apollo Endosurgery, Inc.",NASDAQ,$72.33M,4/23/2019,SELL,4.2
Belicia Glencrosche,319-186-0394*523-373-4456,APEN,"Apollo Endosurgery, Inc.",NASDAQ,$72.33M,4/24/2019,SELL,4.164
Belicia Glencrosche,319-186-0394*523-373-4456,APEN,"Apollo Endosurgery, Inc.",NASDAQ,$72.33M,4/25/2019,BUY,4.14
Belicia Glencrosche,319-186-0394*523-373-4456,APEN,"Apollo Endosurgery, Inc.",NASDAQ,$72.33M,4/26/2019,BUY,4.008
Belicia Glencrosche,319-186-0394*523-373-4456,APEN,"Apollo Endosurgery, Inc.",NASDAQ,$72.33M,4/29/2019,SELL,4.188
Nesta Burdett,920-439-6768*626-289-9750,HOPE,"Hope Bancorp, Inc.",NASDAQ,$2.6B,6/19/2019,SELL,15.984
Nesta Burdett,920-439-6768*626-289-9750,HOPE,"Hope Bancorp, Inc.",NASDAQ,$2.6B,6/20/2019,BUY,15.924
Nesta Burdett,920-439-6768*626-289-9750,HOPE,"Hope Bancorp, Inc.",NASDAQ,$2.6B,6/21/2019,SELL,15.852
Nesta Burdett,920-439-6768*626-289-9750,HOPE,"Hope Bancorp, Inc.",NASDAQ,$2.6B,6/24/2019,SELL,15.708
Clarette Rogan,923-951-5086*625-216-0528,MSD,"Morgan Stanley Emerging Markets Debt Fund, Inc.",NYSE,$213.38M,6/13/2019,SELL,11.148
Clarette Rogan,923-951-5086*625-216-0528,MSD,"Morgan Stanley Emerging Markets Debt Fund, Inc.",NYSE,$213.38M,6/14/2019,BUY,11.136
Evy Faas,949-748-5565*106-455-6053,NHTC,Natural Health Trends Corp.,NASDAQ,$322.34M,6/3/2019,SELL,10.956
Evy Faas,949-748-5565*106-455-6053,NHTC,Natural Health Trends Corp.,NASDAQ,$322.34M,6/4/2019,BUY,10.836
Evy Faas,949-748-5565*106-455-6053,NHTC,Natural Health Trends Corp.,NASDAQ,$322.34M,6/5/2019,BUY,10.692
Evy Faas,949-748-5565*106-455-6053,NHTC,Natural Health Trends Corp.,NASDAQ,$322.34M,6/6/2019,SELL,10.764
Evy Faas,949-748-5565*106-455-6053,NHTC,Natural Health Trends Corp.,NASDAQ,$322.34M,6/7/2019,SELL,10.548
Evy Faas,949-748-5565*106-455-6053,NHTC,Natural Health Trends Corp.,NASDAQ,$322.34M,6/10/2019,SELL,10.476
Evy Faas,949-748-5565*106-455-6053,NHTC,Natural Health Trends Corp.,NASDAQ,$322.34M,6/11/2019,SELL,10.188
Evy Faas,949-748-5565*106-455-6053,NHTC,Natural Health Trends Corp.,NASDAQ,$322.34M,6/12/2019,SELL,10.548
Candra Kleuer,941-489-6948*432-480-9403,CIDM,Cinedigm Corp,NASDAQ,$20.5M,5/23/2019,SELL,2.328
Candra Kleuer,941-489-6948*432-480-9403,CIDM,Cinedigm Corp,NASDAQ,$20.5M,5/24/2019,SELL,2.34
Candra Kleuer,941-489-6948*432-480-9403,CIDM,Cinedigm Corp,NASDAQ,$20.5M,5/28/2019,BUY,2.304
Delainey Northall,676-701-0384*978-173-0159,CCLP,CSI Compressco LP,NASDAQ,$162.82M,4/2/2019,SELL,3.48
Delainey Northall,676-701-0384*978-173-0159,CCLP,CSI Compressco LP,NASDAQ,$162.82M,4/3/2019,SELL,3.372
Delainey Northall,676-701-0384*978-173-0159,CCLP,CSI Compressco LP,NASDAQ,$162.82M,4/4/2019,BUY,3.456
Delainey Northall,676-701-0384*978-173-0159,CCLP,CSI Compressco LP,NASDAQ,$162.82M,4/5/2019,SELL,3.54
Delainey Northall,676-701-0384*978-173-0159,CCLP,CSI Compressco LP,NASDAQ,$162.82M,4/8/2019,BUY,3.696
Roland Pattillo,976-392-9734*349-185-4219,MA,Mastercard Incorporated,NYSE,$135.24B,2/7/2019,BUY,256.764
Roland Pattillo,976-392-9734*349-185-4219,MA,Mastercard Incorporated,NYSE,$135.24B,2/8/2019,SELL,259.896
Roland Pattillo,976-392-9734*349-185-4219,MA,Mastercard Incorporated,NYSE,$135.24B,2/11/2019,SELL,260.52
Coleen Burbridge,809-177-7314*732-657-5622,OKE,"ONEOK, Inc.",NYSE,$10.75B,2/26/2019,BUY,77.148
Coleen Burbridge,809-177-7314*732-657-5622,OKE,"ONEOK, Inc.",NYSE,$10.75B,2/27/2019,SELL,78.18
Coleen Burbridge,809-177-7314*732-657-5622,OKE,"ONEOK, Inc.",NYSE,$10.75B,2/28/2019,SELL,77.112
Coleen Burbridge,809-177-7314*732-657-5622,OKE,"ONEOK, Inc.",NYSE,$10.75B,3/1/2019,SELL,79.044
Coleen Burbridge,809-177-7314*732-657-5622,OKE,"ONEOK, Inc.",NYSE,$10.75B,3/4/2019,BUY,79.08
Coleen Burbridge,809-177-7314*732-657-5622,OKE,"ONEOK, Inc.",NYSE,$10.75B,3/5/2019,BUY,79.14
Coleen Burbridge,809-177-7314*732-657-5622,OKE,"ONEOK, Inc.",NYSE,$10.75B,3/6/2019,BUY,78.516
Coleen Burbridge,809-177-7314*732-657-5622,OKE,"ONEOK, Inc.",NYSE,$10.75B,3/7/2019,SELL,79.068
Coleen Burbridge,809-177-7314*732-657-5622,OKE,"ONEOK, Inc.",NYSE,$10.75B,3/8/2019,BUY,78.696
Jehanna Natalie,946-884-9364,ZAYO,"Zayo Group Holdings, Inc.",NYSE,$7.93B,3/28/2019,BUY,33.912
Jehanna Natalie,946-884-9364,ZAYO,"Zayo Group Holdings, Inc.",NYSE,$7.93B,3/29/2019,BUY,34.104
Jehanna Natalie,946-884-9364,ZAYO,"Zayo Group Holdings, Inc.",NYSE,$7.93B,4/1/2019,BUY,34.02
Jehanna Natalie,946-884-9364,ZAYO,"Zayo Group Holdings, Inc.",NYSE,$7.93B,4/2/2019,BUY,33.588
Leanor Melding,290-329-3360*182-926-4913,DMPI,"DelMar Pharmaceuticals, Inc.",NASDAQ,$24.23M,3/18/2019,SELL,4.308
Leanor Melding,290-329-3360*182-926-4913,DMPI,"DelMar Pharmaceuticals, Inc.",NASDAQ,$24.23M,3/19/2019,BUY,5.64
Leanor Melding,290-329-3360*182-926-4913,DMPI,"DelMar Pharmaceuticals, Inc.",NASDAQ,$24.23M,3/20/2019,BUY,5.94
Leanor Melding,290-329-3360*182-926-4913,DMPI,"DelMar Pharmaceuticals, Inc.",NASDAQ,$24.23M,3/21/2019,SELL,6.06
Leanor Melding,290-329-3360*182-926-4913,DMPI,"DelMar Pharmaceuticals, Inc.",NASDAQ,$24.23M,3/22/2019,BUY,5.976
Hyatt Filipic,263-597-1995*278-432-4869,IBKC,IBERIABANK Corporation,NASDAQ,$4.16B,6/10/2019,BUY,89.448
Hyatt Filipic,263-597-1995*278-432-4869,IBKC,IBERIABANK Corporation,NASDAQ,$4.16B,6/11/2019,SELL,89.748
Hyatt Filipic,263-597-1995*278-432-4869,IBKC,IBERIABANK Corporation,NASDAQ,$4.16B,6/12/2019,BUY,89.544
Godfrey Boorman,291-939-5198*233-346-3996,LBTYK,Liberty Global plc,NASDAQ,$24.17B,6/10/2019,SELL,31.224
Godfrey Boorman,291-939-5198*233-346-3996,LBTYK,Liberty Global plc,NASDAQ,$24.17B,6/11/2019,SELL,30.876
Godfrey Boorman,291-939-5198*233-346-3996,LBTYK,Liberty Global plc,NASDAQ,$24.17B,6/12/2019,SELL,30.6
Mallorie Odam,552-228-7050*875-202-3304,ARQL,"ArQule, Inc.",NASDAQ,$79.68M,5/20/2019,BUY,8.1
Mallorie Odam,552-228-7050*875-202-3304,ARQL,"ArQule, Inc.",NASDAQ,$79.68M,5/21/2019,BUY,8.604
Mallorie Odam,552-228-7050*875-202-3304,ARQL,"ArQule, Inc.",NASDAQ,$79.68M,5/22/2019,BUY,8.652
Mallorie Odam,552-228-7050*875-202-3304,ARQL,"ArQule, Inc.",NASDAQ,$79.68M,5/23/2019,SELL,8.808
Mallorie Odam,552-228-7050*875-202-3304,ARQL,"ArQule, Inc.",NASDAQ,$79.68M,5/24/2019,SELL,9.036
Mallorie Odam,552-228-7050*875-202-3304,ARQL,"ArQule, Inc.",NASDAQ,$79.68M,5/28/2019,SELL,8.508
Mallorie Odam,552-228-7050*875-202-3304,ARQL,"ArQule, Inc.",NASDAQ,$79.68M,5/29/2019,BUY,8.568
Haley Glanton,747-790-9289,PFSW,"PFSweb, Inc.",NASDAQ,$136.89M,6/21/2019,BUY,4.644
Haley Glanton,747-790-9289,PFSW,"PFSweb, Inc.",NASDAQ,$136.89M,6/24/2019,BUY,4.536
Dita Pepye,543-475-5930,ACLS,"Axcelis Technologies, Inc.",NASDAQ,$708.76M,7/15/2019,SELL,18.252
Dara Daniau,203-232-8748*490-652-0847,OVBC,Ohio Valley Banc Corp.,NASDAQ,$162.19M,3/8/2019,SELL,41.58
Dara Daniau,203-232-8748*490-652-0847,OVBC,Ohio Valley Banc Corp.,NASDAQ,$162.19M,3/11/2019,SELL,43.56
Dara Daniau,203-232-8748*490-652-0847,OVBC,Ohio Valley Banc Corp.,NASDAQ,$162.19M,3/12/2019,SELL,44.112
Dara Daniau,203-232-8748*490-652-0847,OVBC,Ohio Valley Banc Corp.,NASDAQ,$162.19M,3/13/2019,SELL,42.828
Dara Daniau,203-232-8748*490-652-0847,OVBC,Ohio Valley Banc Corp.,NASDAQ,$162.19M,3/14/2019,BUY,42.972
Dara Daniau,203-232-8748*490-652-0847,OVBC,Ohio Valley Banc Corp.,NASDAQ,$162.19M,3/15/2019,BUY,45.588
Rutter Bemlott,754-756-6242*708-424-2273,ABIO,"ARCA biopharma, Inc.",NASDAQ,$21.26M,3/25/2019,BUY,8.208
Rutter Bemlott,754-756-6242*708-424-2273,ABIO,"ARCA biopharma, Inc.",NASDAQ,$21.26M,3/26/2019,SELL,8.424
Rutter Bemlott,754-756-6242*708-424-2273,ABIO,"ARCA biopharma, Inc.",NASDAQ,$21.26M,3/27/2019,SELL,8.208
Rutter Bemlott,754-756-6242*708-424-2273,ABIO,"ARCA biopharma, Inc.",NASDAQ,$21.26M,3/28/2019,BUY,7.992
Rutter Bemlott,754-756-6242*708-424-2273,ABIO,"ARCA biopharma, Inc.",NASDAQ,$21.26M,3/29/2019,BUY,7.992
Chelsey Stookes,952-362-9362*322-472-0744,RFIL,"RF Industries, Ltd.",NASDAQ,$14.58M,6/10/2019,SELL,9.096
Chelsey Stookes,952-362-9362*322-472-0744,RFIL,"RF Industries, Ltd.",NASDAQ,$14.58M,6/11/2019,SELL,9.024
Chelsey Stookes,952-362-9362*322-472-0744,RFIL,"RF Industries, Ltd.",NASDAQ,$14.58M,6/12/2019,BUY,8.916
Chelsey Stookes,952-362-9362*322-472-0744,RFIL,"RF Industries, Ltd.",NASDAQ,$14.58M,6/13/2019,SELL,9.444
Chelsey Stookes,952-362-9362*322-472-0744,RFIL,"RF Industries, Ltd.",NASDAQ,$14.58M,6/14/2019,BUY,9.276
Harlan Castro,987-806-6267*185-310-7472,QQQ,"PowerShares QQQ Trust, Series 1",NASDAQ,$50.09B,5/2/2019,BUY,225.732
Harlan Castro,987-806-6267*185-310-7472,QQQ,"PowerShares QQQ Trust, Series 1",NASDAQ,$50.09B,5/3/2019,SELL,229.332
Harlan Castro,987-806-6267*185-310-7472,QQQ,"PowerShares QQQ Trust, Series 1",NASDAQ,$50.09B,5/6/2019,SELL,227.928
Harlan Castro,987-806-6267*185-310-7472,QQQ,"PowerShares QQQ Trust, Series 1",NASDAQ,$50.09B,5/7/2019,BUY,223.488
Harlan Castro,987-806-6267*185-310-7472,QQQ,"PowerShares QQQ Trust, Series 1",NASDAQ,$50.09B,5/8/2019,BUY,222.924
Harlan Castro,987-806-6267*185-310-7472,QQQ,"PowerShares QQQ Trust, Series 1",NASDAQ,$50.09B,5/9/2019,BUY,221.724
Harlan Castro,987-806-6267*185-310-7472,QQQ,"PowerShares QQQ Trust, Series 1",NASDAQ,$50.09B,5/10/2019,SELL,222
Sallie Watton,422-420-4331*510-561-5792,FB,"Facebook, Inc.",NASDAQ,$436.58B,2/7/2019,SELL,199.656
Sallie Watton,422-420-4331*510-561-5792,FB,"Facebook, Inc.",NASDAQ,$436.58B,2/8/2019,BUY,200.796
Sallie Watton,422-420-4331*510-561-5792,FB,"Facebook, Inc.",NASDAQ,$436.58B,2/11/2019,BUY,198.948
Andris Langmuir,765-291-6471,IDA,"IDACORP, Inc.",NYSE,$4.51B,5/20/2019,SELL,123.456
Andris Langmuir,765-291-6471,IDA,"IDACORP, Inc.",NYSE,$4.51B,5/21/2019,BUY,123.24
Andris Langmuir,765-291-6471,IDA,"IDACORP, Inc.",NYSE,$4.51B,5/22/2019,BUY,124.224
Andris Langmuir,765-291-6471,IDA,"IDACORP, Inc.",NYSE,$4.51B,5/23/2019,BUY,124.944
Winny Brumpton,121-252-0884*737-999-6846,MITK,"Mitek Systems, Inc.",NASDAQ,$280.33M,6/10/2019,SELL,11.316
Winny Brumpton,121-252-0884*737-999-6846,MITK,"Mitek Systems, Inc.",NASDAQ,$280.33M,6/11/2019,SELL,11.244
Winny Brumpton,121-252-0884*737-999-6846,MITK,"Mitek Systems, Inc.",NASDAQ,$280.33M,6/12/2019,SELL,11.328
Winny Brumpton,121-252-0884*737-999-6846,MITK,"Mitek Systems, Inc.",NASDAQ,$280.33M,6/13/2019,SELL,11.292
Winny Brumpton,121-252-0884*737-999-6846,MITK,"Mitek Systems, Inc.",NASDAQ,$280.33M,6/14/2019,SELL,11.34
Ardene Hatter,962-965-2701*386-264-1943,EGO,Eldorado Gold Corporation,NYSE,$1.97B,4/15/2019,SELL,5.376
Ardene Hatter,962-965-2701*386-264-1943,EGO,Eldorado Gold Corporation,NYSE,$1.97B,4/16/2019,SELL,5.124
Marylee Trusse,701-947-4904,ACBI,"Atlantic Capital Bancshares, Inc.",NASDAQ,$482.16M,3/8/2019,BUY,22.704
Marylee Trusse,701-947-4904,ACBI,"Atlantic Capital Bancshares, Inc.",NASDAQ,$482.16M,3/11/2019,BUY,22.908
Marylee Trusse,701-947-4904,ACBI,"Atlantic Capital Bancshares, Inc.",NASDAQ,$482.16M,3/12/2019,BUY,22.728
Marylee Trusse,701-947-4904,ACBI,"Atlantic Capital Bancshares, Inc.",NASDAQ,$482.16M,3/13/2019,BUY,22.656
Marylee Trusse,701-947-4904,ACBI,"Atlantic Capital Bancshares, Inc.",NASDAQ,$482.16M,3/14/2019,SELL,22.692
Marylee Trusse,701-947-4904,ACBI,"Atlantic Capital Bancshares, Inc.",NASDAQ,$482.16M,3/15/2019,SELL,22.632
Dara Twitching,399-162-8925*432-717-6901,DDBI,Legg Mason Developed EX-US Diversified Core ETF,NASDAQ,$5.54M,3/18/2019,BUY,31.752
Dara Twitching,399-162-8925*432-717-6901,DDBI,Legg Mason Developed EX-US Diversified Core ETF,NASDAQ,$5.54M,3/19/2019,SELL,31.752
Dara Twitching,399-162-8925*432-717-6901,DDBI,Legg Mason Developed EX-US Diversified Core ETF,NASDAQ,$5.54M,3/20/2019,BUY,31.752
Dara Twitching,399-162-8925*432-717-6901,DDBI,Legg Mason Developed EX-US Diversified Core ETF,NASDAQ,$5.54M,3/21/2019,BUY,31.752
Dara Twitching,399-162-8925*432-717-6901,DDBI,Legg Mason Developed EX-US Diversified Core ETF,NASDAQ,$5.54M,3/22/2019,BUY,31.752
Mervin Huffa,944-845-4113*827-833-6405,LL,"Lumber Liquidators Holdings, Inc",NYSE,$707.33M,6/25/2019,BUY,12.696
Mervin Huffa,944-845-4113*827-833-6405,LL,"Lumber Liquidators Holdings, Inc",NYSE,$707.33M,6/26/2019,BUY,13.284
Mervin Huffa,944-845-4113*827-833-6405,LL,"Lumber Liquidators Holdings, Inc",NYSE,$707.33M,6/27/2019,BUY,13.608
Mervin Huffa,944-845-4113*827-833-6405,LL,"Lumber Liquidators Holdings, Inc",NYSE,$707.33M,6/28/2019,BUY,13.86
Mervin Huffa,944-845-4113*827-833-6405,LL,"Lumber Liquidators Holdings, Inc",NYSE,$707.33M,7/1/2019,SELL,13.284
Mervin Huffa,944-845-4113*827-833-6405,LL,"Lumber Liquidators Holdings, Inc",NYSE,$707.33M,7/2/2019,BUY,13.488
Lorain Chaunce,373-204-7857,STRT,Strattec Security Corporation,NASDAQ,$121.47M,4/22/2019,SELL,35.964
Lorain Chaunce,373-204-7857,STRT,Strattec Security Corporation,NASDAQ,$121.47M,4/23/2019,SELL,35.592
Lorain Chaunce,373-204-7857,STRT,Strattec Security Corporation,NASDAQ,$121.47M,4/24/2019,SELL,35.832
Lorain Chaunce,373-204-7857,STRT,Strattec Security Corporation,NASDAQ,$121.47M,4/25/2019,SELL,36
Obie Gartshore,553-828-3232,SIEB,Siebert Financial Corp.,NASDAQ,$83.04M,1/11/2019,BUY,15.276
Obie Gartshore,553-828-3232,SIEB,Siebert Financial Corp.,NASDAQ,$83.04M,1/14/2019,BUY,15.048
Obie Gartshore,553-828-3232,SIEB,Siebert Financial Corp.,NASDAQ,$83.04M,1/15/2019,SELL,14.508
Obie Gartshore,553-828-3232,SIEB,Siebert Financial Corp.,NASDAQ,$83.04M,1/16/2019,SELL,15.168
Obie Gartshore,553-828-3232,SIEB,Siebert Financial Corp.,NASDAQ,$83.04M,1/17/2019,BUY,15.348
Obie Gartshore,553-828-3232,SIEB,Siebert Financial Corp.,NASDAQ,$83.04M,1/18/2019,BUY,15.636
Carmencita Diloway,665-753-9774,CSGP,"CoStar Group, Inc.",NASDAQ,$8.39B,4/22/2019,SELL,584.52
Carmencita Diloway,665-753-9774,CSGP,"CoStar Group, Inc.",NASDAQ,$8.39B,4/23/2019,BUY,594.096
Carmencita Diloway,665-753-9774,CSGP,"CoStar Group, Inc.",NASDAQ,$8.39B,4/24/2019,SELL,569.244
Carmencita Diloway,665-753-9774,CSGP,"CoStar Group, Inc.",NASDAQ,$8.39B,4/25/2019,BUY,583.32
Veronike Findlay,142-178-9361*899-868-9345,FORM,"FormFactor, Inc.",NASDAQ,$952M,4/22/2019,BUY,21.9
Veronike Findlay,142-178-9361*899-868-9345,FORM,"FormFactor, Inc.",NASDAQ,$952M,4/23/2019,BUY,22.224
Veronike Findlay,142-178-9361*899-868-9345,FORM,"FormFactor, Inc.",NASDAQ,$952M,4/24/2019,BUY,22.428
Mord Pratton,129-459-1991*834-175-3530,OFC,Corporate Office Properties Trust,NYSE,$3.52B,2/4/2019,BUY,30.024
Mord Pratton,129-459-1991*834-175-3530,OFC,Corporate Office Properties Trust,NYSE,$3.52B,2/5/2019,BUY,30.192
Mord Pratton,129-459-1991*834-175-3530,OFC,Corporate Office Properties Trust,NYSE,$3.52B,2/6/2019,SELL,30.036
Mord Pratton,129-459-1991*834-175-3530,OFC,Corporate Office Properties Trust,NYSE,$3.52B,2/7/2019,SELL,30.48
Mord Pratton,129-459-1991*834-175-3530,OFC,Corporate Office Properties Trust,NYSE,$3.52B,2/8/2019,SELL,30.564
Mord Pratton,129-459-1991*834-175-3530,OFC,Corporate Office Properties Trust,NYSE,$3.52B,2/11/2019,SELL,31.068
Friedrich Spire,773-371-5623*339-445-8614,APEN,"Apollo Endosurgery, Inc.",NASDAQ,$72.33M,2/19/2019,SELL,4.032
Friedrich Spire,773-371-5623*339-445-8614,APEN,"Apollo Endosurgery, Inc.",NASDAQ,$72.33M,2/20/2019,BUY,4.428
Friedrich Spire,773-371-5623*339-445-8614,APEN,"Apollo Endosurgery, Inc.",NASDAQ,$72.33M,2/21/2019,SELL,4.212
Friedrich Spire,773-371-5623*339-445-8614,APEN,"Apollo Endosurgery, Inc.",NASDAQ,$72.33M,2/22/2019,SELL,4.212
Friedrich Spire,773-371-5623*339-445-8614,APEN,"Apollo Endosurgery, Inc.",NASDAQ,$72.33M,2/25/2019,SELL,4.32
Mitch Bohlsen,840-218-2356*268-292-4461,OGE,OGE Energy Corporation,NYSE,$7.28B,6/10/2019,SELL,52.02
Mitch Bohlsen,840-218-2356*268-292-4461,OGE,OGE Energy Corporation,NYSE,$7.28B,6/11/2019,BUY,51.48
Mitch Bohlsen,840-218-2356*268-292-4461,OGE,OGE Energy Corporation,NYSE,$7.28B,6/12/2019,BUY,52.248
Mitch Bohlsen,840-218-2356*268-292-4461,OGE,OGE Energy Corporation,NYSE,$7.28B,6/13/2019,BUY,51.876
Mitch Bohlsen,840-218-2356*268-292-4461,OGE,OGE Energy Corporation,NYSE,$7.28B,6/14/2019,SELL,52.08
Kelsey Jozefiak,491-960-9048*914-855-8646,BYD,Boyd Gaming Corporation,NYSE,$2.85B,3/11/2019,BUY,35.184
Kelsey Jozefiak,491-960-9048*914-855-8646,BYD,Boyd Gaming Corporation,NYSE,$2.85B,3/12/2019,BUY,34.56
Kelsey Jozefiak,491-960-9048*914-855-8646,BYD,Boyd Gaming Corporation,NYSE,$2.85B,3/13/2019,SELL,34.872
Kelsey Jozefiak,491-960-9048*914-855-8646,BYD,Boyd Gaming Corporation,NYSE,$2.85B,3/14/2019,SELL,34.056
Kelsey Jozefiak,491-960-9048*914-855-8646,BYD,Boyd Gaming Corporation,NYSE,$2.85B,3/15/2019,BUY,33.876
Haywood Wenman,940-530-5167*836-129-8810,CALA,"Calithera Biosciences, Inc.",NASDAQ,$508.24M,1/15/2019,SELL,5.136
Haywood Wenman,940-530-5167*836-129-8810,CALA,"Calithera Biosciences, Inc.",NASDAQ,$508.24M,1/16/2019,SELL,5.268
Haywood Wenman,940-530-5167*836-129-8810,CALA,"Calithera Biosciences, Inc.",NASDAQ,$508.24M,1/17/2019,SELL,5.484
Haywood Wenman,940-530-5167*836-129-8810,CALA,"Calithera Biosciences, Inc.",NASDAQ,$508.24M,1/18/2019,BUY,5.352
Romain Greenslade,993-212-1181*302-382-6933,FOMX,Foamix Pharmaceuticals Ltd.,NASDAQ,$164.16M,5/2/2019,SELL,3.864
Romain Greenslade,993-212-1181*302-382-6933,FOMX,Foamix Pharmaceuticals Ltd.,NASDAQ,$164.16M,5/3/2019,SELL,3.9
Romain Greenslade,993-212-1181*302-382-6933,FOMX,Foamix Pharmaceuticals Ltd.,NASDAQ,$164.16M,5/6/2019,SELL,3.984
Romain Greenslade,993-212-1181*302-382-6933,FOMX,Foamix Pharmaceuticals Ltd.,NASDAQ,$164.16M,5/7/2019,BUY,3.78
Romain Greenslade,993-212-1181*302-382-6933,FOMX,Foamix Pharmaceuticals Ltd.,NASDAQ,$164.16M,5/8/2019,SELL,3.756
Romain Greenslade,993-212-1181*302-382-6933,FOMX,Foamix Pharmaceuticals Ltd.,NASDAQ,$164.16M,5/9/2019,BUY,3.588
Romain Greenslade,993-212-1181*302-382-6933,FOMX,Foamix Pharmaceuticals Ltd.,NASDAQ,$164.16M,5/10/2019,SELL,3.396
Bettye Fedorski,256-552-5084,HFC,HollyFrontier Corporation,NYSE,$4.66B,3/25/2019,SELL,60.804
Bettye Fedorski,256-552-5084,HFC,HollyFrontier Corporation,NYSE,$4.66B,3/26/2019,SELL,61.512
Bettye Fedorski,256-552-5084,HFC,HollyFrontier Corporation,NYSE,$4.66B,3/27/2019,BUY,60.984
Bettye Fedorski,256-552-5084,HFC,HollyFrontier Corporation,NYSE,$4.66B,3/28/2019,SELL,60.3
Bettye Fedorski,256-552-5084,HFC,HollyFrontier Corporation,NYSE,$4.66B,3/29/2019,BUY,59.124
Bettye Fedorski,256-552-5084,HFC,HollyFrontier Corporation,NYSE,$4.66B,4/1/2019,SELL,58.944
Tatum Bleasdale,870-142-4976,CECE,CECO Environmental Corp.,NASDAQ,$323.86M,2/25/2019,BUY,9.084
Tatum Bleasdale,870-142-4976,CECE,CECO Environmental Corp.,NASDAQ,$323.86M,2/26/2019,SELL,9.132
Tatum Bleasdale,870-142-4976,CECE,CECO Environmental Corp.,NASDAQ,$323.86M,2/27/2019,SELL,9.132
Tatum Bleasdale,870-142-4976,CECE,CECO Environmental Corp.,NASDAQ,$323.86M,2/28/2019,SELL,9.144
Tatum Bleasdale,870-142-4976,CECE,CECO Environmental Corp.,NASDAQ,$323.86M,3/1/2019,SELL,9.408
Tatum Bleasdale,870-142-4976,CECE,CECO Environmental Corp.,NASDAQ,$323.86M,3/4/2019,BUY,9.24
Fairlie Charte,280-880-5071,FCCY,1st Constitution Bancorp (NJ),NASDAQ,$136.87M,1/14/2019,SELL,23.124
Fairlie Charte,280-880-5071,FCCY,1st Constitution Bancorp (NJ),NASDAQ,$136.87M,1/15/2019,SELL,23.232
Fairlie Charte,280-880-5071,FCCY,1st Constitution Bancorp (NJ),NASDAQ,$136.87M,1/16/2019,SELL,23.7
Fairlie Charte,280-880-5071,FCCY,1st Constitution Bancorp (NJ),NASDAQ,$136.87M,1/17/2019,BUY,23.28
Fairlie Charte,280-880-5071,FCCY,1st Constitution Bancorp (NJ),NASDAQ,$136.87M,1/18/2019,BUY,23.316
Ewart Leeb,879-564-1452,COR,CoreSite Realty Corporation,NYSE,$3.73B,6/25/2019,SELL,139.788
Ewart Leeb,879-564-1452,COR,CoreSite Realty Corporation,NYSE,$3.73B,6/26/2019,BUY,137.4
Ewart Leeb,879-564-1452,COR,CoreSite Realty Corporation,NYSE,$3.73B,6/27/2019,BUY,136.908
Ewart Leeb,879-564-1452,COR,CoreSite Realty Corporation,NYSE,$3.73B,6/28/2019,BUY,138.204
Ewart Leeb,879-564-1452,COR,CoreSite Realty Corporation,NYSE,$3.73B,7/1/2019,BUY,137.964
Ewart Leeb,879-564-1452,COR,CoreSite Realty Corporation,NYSE,$3.73B,7/2/2019,BUY,142.44
Ewart Leeb,879-564-1452,COR,CoreSite Realty Corporation,NYSE,$3.73B,7/3/2019,BUY,144.06
Marietta Sapena,462-555-7615*538-288-9296,IT,"Gartner, Inc.",NYSE,$11.06B,3/1/2019,BUY,173.928
Marietta Sapena,462-555-7615*538-288-9296,IT,"Gartner, Inc.",NYSE,$11.06B,3/4/2019,SELL,172.656
Marietta Sapena,462-555-7615*538-288-9296,IT,"Gartner, Inc.",NYSE,$11.06B,3/5/2019,SELL,172.2
Marietta Sapena,462-555-7615*538-288-9296,IT,"Gartner, Inc.",NYSE,$11.06B,3/6/2019,SELL,171.264
Marietta Sapena,462-555-7615*538-288-9296,IT,"Gartner, Inc.",NYSE,$11.06B,3/7/2019,BUY,170.028
Gaston Pettiford,992-789-2604*358-836-0520,DZSI,"DASAN Zhone Solutions, Inc.",NASDAQ,$19.42M,6/10/2019,SELL,15.876
Gaston Pettiford,992-789-2604*358-836-0520,DZSI,"DASAN Zhone Solutions, Inc.",NASDAQ,$19.42M,6/11/2019,SELL,15.768
Gaston Pettiford,992-789-2604*358-836-0520,DZSI,"DASAN Zhone Solutions, Inc.",NASDAQ,$19.42M,6/12/2019,SELL,15.348
Gaston Pettiford,992-789-2604*358-836-0520,DZSI,"DASAN Zhone Solutions, Inc.",NASDAQ,$19.42M,6/13/2019,BUY,15.72
Gaston Pettiford,992-789-2604*358-836-0520,DZSI,"DASAN Zhone Solutions, Inc.",NASDAQ,$19.42M,6/14/2019,BUY,15.564
Gaston Pettiford,992-789-2604*358-836-0520,DZSI,"DASAN Zhone Solutions, Inc.",NASDAQ,$19.42M,6/17/2019,BUY,15.54
Gaston Pettiford,992-789-2604*358-836-0520,DZSI,"DASAN Zhone Solutions, Inc.",NASDAQ,$19.42M,6/18/2019,SELL,15.42
Briney Holdall,501-158-7436*449-248-0067,ERF,Enerplus Corporation,NYSE,$1.95B,7/9/2019,BUY,8.856
